level,datetime
INFO,2013-5-12 02:11:59
INFO,2016-5-13 15:57:28
INFO,2017-12-7 17:10:58
DEBUG,2013-7-28 07:07:15
WARN,2016-1-23 12:28:04
ERROR,2017-11-5 01:48:26
DEBUG,2012-7-8 07:55:33
DEBUG,2017-12-16 09:47:26
DEBUG,2015-5-13 22:34:51
DEBUG,2015-12-25 06:23:10
INFO,2017-4-1 06:37:02
DEBUG,2013-2-15 22:39:34
DEBUG,2013-5-20 20:25:28
DEBUG,2013-7-16 22:25:38
DEBUG,2017-5-8 00:32:37
DEBUG,2013-9-4 07:45:33
DEBUG,2014-3-3 00:59:20
DEBUG,2014-3-24 10:58:37
ERROR,2016-7-14 21:09:02
WARN,2015-4-16 12:47:00
DEBUG,2012-8-1 06:13:05
INFO,2012-2-20 11:03:49
DEBUG,2013-5-14 09:00:36
INFO,2015-2-9 03:01:46
DEBUG,2013-6-18 21:51:28
DEBUG,2013-9-3 06:08:36
DEBUG,2016-7-6 13:02:16
DEBUG,2013-4-26 10:45:28
DEBUG,2015-4-22 15:52:57
DEBUG,2013-5-9 15:40:53
INFO,2013-10-4 17:40:24
FATAL,2012-1-3 21:14:50
INFO,2013-6-13 03:13:40
DEBUG,2013-12-3 22:53:00
DEBUG,2013-7-17 08:37:48
INFO,2015-3-7 01:45:16
INFO,2014-3-24 03:40:44
ERROR,2017-12-8 02:03:42
DEBUG,2016-4-8 06:28:24
DEBUG,2014-4-17 02:19:26
WARN,2016-11-16 23:20:14
DEBUG,2016-12-9 16:54:24
WARN,2017-1-3 14:48:13
DEBUG,2015-4-16 13:58:07
INFO,2012-1-1 12:19:01
FATAL,2012-11-19 08:09:35
WARN,2013-2-2 07:59:24
DEBUG,2016-4-27 16:35:31
DEBUG,2012-11-1 16:02:47
DEBUG,2014-5-21 01:15:50
DEBUG,2017-2-20 17:09:53
INFO,2015-9-23 18:31:32
INFO,2016-2-2 09:53:25
INFO,2017-2-4 07:46:57
DEBUG,2012-9-13 06:00:02
WARN,2015-10-26 20:17:29
DEBUG,2017-1-17 03:41:31
INFO,2016-12-20 18:17:14
INFO,2014-9-26 00:14:27
DEBUG,2017-9-3 02:32:36
DEBUG,2016-4-17 16:11:09
INFO,2012-11-20 04:25:17
DEBUG,2015-11-6 18:42:11
INFO,2013-10-19 16:21:50
INFO,2014-12-23 09:54:23
INFO,2014-7-21 19:22:17
DEBUG,2016-3-14 23:40:50
DEBUG,2015-2-21 01:45:30
INFO,2014-2-22 22:54:39
INFO,2017-7-21 22:04:20
DEBUG,2014-1-11 16:19:29
DEBUG,2014-1-11 02:22:11
INFO,2015-1-22 06:15:52
WARN,2017-10-4 14:20:18
DEBUG,2016-9-24 10:08:32
DEBUG,2016-5-2 21:01:01
INFO,2014-11-1 14:04:27
ERROR,2016-12-12 06:58:39
WARN,2012-6-26 06:58:27
DEBUG,2017-2-17 05:07:14
DEBUG,2013-3-15 16:08:29
DEBUG,2015-2-22 18:50:34
ERROR,2016-3-14 23:51:17
DEBUG,2016-5-4 15:43:03
INFO,2015-11-7 20:57:08
INFO,2013-10-17 12:41:12
WARN,2013-3-6 10:18:52
INFO,2013-2-21 05:52:28
DEBUG,2013-1-22 11:34:58
DEBUG,2017-2-6 08:05:27
DEBUG,2016-7-8 00:42:29
WARN,2013-12-27 12:19:43
INFO,2012-2-5 22:22:29
INFO,2012-3-24 16:17:33
DEBUG,2015-4-13 16:37:00
DEBUG,2015-3-22 05:57:15
DEBUG,2012-6-6 21:42:09
DEBUG,2014-8-13 00:59:04
INFO,2015-12-24 15:37:31
DEBUG,2016-11-4 15:55:36
INFO,2013-9-22 16:52:59
DEBUG,2015-3-3 07:19:01
INFO,2014-1-9 02:13:12
ERROR,2014-12-23 01:43:51
INFO,2015-8-8 15:01:16
DEBUG,2015-12-6 14:57:35
INFO,2016-7-26 20:50:21
DEBUG,2014-2-25 20:58:29
INFO,2014-3-14 08:29:06
INFO,2014-7-28 11:22:21
WARN,2013-1-26 10:49:05
INFO,2012-4-3 21:45:04
INFO,2016-9-18 15:58:43
INFO,2016-9-16 21:04:29
INFO,2012-12-17 18:15:31
INFO,2013-4-7 19:35:12
INFO,2014-7-24 16:35:12
DEBUG,2012-6-11 19:37:55
WARN,2013-8-6 01:20:50
INFO,2016-12-8 11:29:14
DEBUG,2014-4-3 06:57:22
INFO,2016-1-7 07:17:56
DEBUG,2016-11-28 09:49:42
INFO,2014-8-1 08:57:00
DEBUG,2016-10-14 23:34:54
INFO,2014-11-2 04:25:41
WARN,2016-10-22 09:33:44
DEBUG,2013-3-1 00:27:36
DEBUG,2017-3-26 11:22:05
INFO,2012-8-2 16:05:36
DEBUG,2016-11-2 01:43:08
DEBUG,2017-8-24 22:25:12
INFO,2014-3-7 00:47:07
DEBUG,2014-7-27 09:52:40
INFO,2015-12-19 18:35:36
DEBUG,2014-5-13 23:59:24
DEBUG,2012-1-15 23:25:09
WARN,2015-10-20 21:45:39
DEBUG,2012-8-4 09:45:24
FATAL,2015-11-1 21:18:20
DEBUG,2014-1-8 18:04:14
DEBUG,2017-5-9 01:26:53
INFO,2012-1-17 21:16:45
DEBUG,2016-1-3 03:53:14
INFO,2014-6-5 15:52:02
INFO,2017-10-14 13:01:37
INFO,2016-9-13 09:52:05
WARN,2017-5-11 10:16:07
DEBUG,2013-8-12 09:07:59
INFO,2017-3-14 02:55:20
DEBUG,2015-1-5 01:09:35
WARN,2014-9-6 20:57:17
INFO,2016-9-22 14:36:59
INFO,2016-11-23 00:33:31
ERROR,2016-2-19 19:58:24
WARN,2013-10-17 15:15:48
DEBUG,2017-10-19 01:47:15
WARN,2012-6-8 04:21:23
DEBUG,2012-11-24 23:49:24
INFO,2012-1-1 13:33:38
DEBUG,2016-8-6 21:40:27
INFO,2013-2-17 10:10:18
INFO,2016-6-26 05:07:44
INFO,2012-11-2 22:01:17
DEBUG,2013-12-5 02:37:37
WARN,2015-6-1 08:40:14
DEBUG,2013-1-15 04:28:47
INFO,2013-10-14 15:22:41
FATAL,2016-11-13 13:49:19
WARN,2014-1-5 10:05:47
INFO,2012-12-17 09:30:29
INFO,2015-8-1 03:26:34
DEBUG,2015-1-15 19:21:50
ERROR,2016-6-23 18:49:03
DEBUG,2012-1-10 00:33:45
DEBUG,2013-4-12 06:54:35
INFO,2017-3-14 14:39:24
DEBUG,2016-7-13 13:48:42
INFO,2016-4-6 06:06:52
WARN,2017-2-2 17:13:04
WARN,2013-12-10 03:40:31
INFO,2013-3-22 06:49:41
DEBUG,2016-8-4 17:30:30
DEBUG,2017-4-17 06:10:10
DEBUG,2012-2-5 06:32:29
DEBUG,2015-6-12 00:04:55
INFO,2014-11-25 17:39:42
INFO,2013-6-18 02:18:25
WARN,2013-9-12 10:40:56
DEBUG,2016-3-11 02:44:30
DEBUG,2013-5-6 23:12:46
DEBUG,2012-4-16 06:35:12
INFO,2014-6-21 07:51:10
WARN,2013-5-1 18:20:11
DEBUG,2012-10-11 12:28:42
INFO,2016-10-27 01:04:37
INFO,2012-12-22 12:44:24
INFO,2017-8-20 17:38:02
WARN,2016-4-16 16:41:13
INFO,2014-11-3 22:51:13
DEBUG,2014-10-18 16:25:13
DEBUG,2015-6-27 10:29:42
INFO,2013-5-10 04:55:22
INFO,2012-2-10 06:41:03
DEBUG,2013-5-4 15:11:11
DEBUG,2014-6-11 00:50:43
INFO,2017-2-4 08:39:07
DEBUG,2012-2-13 07:20:33
WARN,2014-10-22 08:30:31
INFO,2014-6-14 15:16:40
INFO,2014-4-6 22:26:16
INFO,2017-12-11 15:38:25
INFO,2014-11-1 21:51:05
WARN,2015-9-15 05:30:37
DEBUG,2012-7-2 20:15:34
WARN,2017-2-27 20:26:53
INFO,2015-4-23 09:04:14
DEBUG,2017-9-3 00:08:23
INFO,2014-5-7 03:01:19
WARN,2015-3-27 20:13:01
ERROR,2014-9-14 14:10:23
DEBUG,2015-3-14 07:32:52
DEBUG,2013-6-17 11:51:41
INFO,2016-2-7 15:00:54
INFO,2013-9-2 08:56:16
INFO,2017-1-17 12:06:00
ERROR,2017-5-8 19:23:28
DEBUG,2012-4-8 02:33:28
DEBUG,2012-8-3 17:39:25
INFO,2017-6-16 21:04:10
DEBUG,2016-11-10 17:40:01
INFO,2015-5-1 11:36:32
INFO,2012-6-6 07:14:27
FATAL,2014-11-18 12:08:14
INFO,2016-12-10 00:40:31
DEBUG,2015-1-18 08:39:52
INFO,2017-9-19 05:30:26
INFO,2017-6-1 10:17:58
DEBUG,2015-8-8 23:04:33
DEBUG,2012-7-7 21:18:39
INFO,2017-9-26 01:15:28
INFO,2016-2-17 11:38:33
DEBUG,2014-11-24 21:21:49
INFO,2014-12-26 17:30:36
DEBUG,2013-2-27 07:27:17
DEBUG,2016-11-15 20:35:50
DEBUG,2014-9-5 01:35:15
DEBUG,2016-8-6 21:08:22
DEBUG,2014-1-14 18:19:08
DEBUG,2012-3-11 16:03:41
DEBUG,2014-4-12 00:46:45
DEBUG,2016-9-1 17:33:14
INFO,2013-4-21 00:06:02
INFO,2012-5-15 00:45:20
DEBUG,2012-9-27 11:40:27
DEBUG,2017-7-11 23:52:19
DEBUG,2013-12-23 13:01:50
DEBUG,2016-3-22 00:31:36
DEBUG,2017-7-26 15:04:24
DEBUG,2014-4-17 05:52:02
INFO,2012-9-1 18:26:23
DEBUG,2013-10-25 20:01:11
INFO,2016-7-4 06:57:29
DEBUG,2013-6-22 09:16:39
INFO,2013-1-7 01:12:27
ERROR,2017-9-13 10:47:18
DEBUG,2016-2-8 20:29:49
DEBUG,2014-12-10 09:42:51
INFO,2012-3-4 07:10:04
INFO,2015-6-13 18:10:14
DEBUG,2016-7-20 20:47:18
DEBUG,2013-4-14 21:51:23
DEBUG,2012-4-23 18:36:11
DEBUG,2012-5-28 23:17:22
DEBUG,2014-2-24 21:23:45
INFO,2017-9-26 03:38:53
ERROR,2016-8-25 16:48:54
ERROR,2012-6-8 11:24:25
DEBUG,2016-4-10 15:38:34
DEBUG,2013-8-24 14:03:46
DEBUG,2015-10-7 12:38:09
WARN,2012-3-25 10:36:39
INFO,2015-5-28 21:33:53
WARN,2015-4-17 05:41:32
DEBUG,2017-3-16 09:51:49
INFO,2017-4-7 14:34:43
INFO,2013-8-2 08:42:41
INFO,2012-1-21 13:26:31
WARN,2012-1-12 22:26:57
WARN,2017-1-20 16:38:26
ERROR,2014-10-1 09:30:59
DEBUG,2012-7-12 21:11:11
DEBUG,2017-9-11 02:16:12
INFO,2013-9-1 19:47:36
DEBUG,2015-9-4 21:39:56
DEBUG,2014-12-1 22:14:45
DEBUG,2016-10-15 14:44:06
DEBUG,2015-1-8 17:05:00
INFO,2012-6-21 23:34:00
DEBUG,2017-7-28 15:20:39
INFO,2017-7-27 14:51:19
DEBUG,2012-9-28 21:04:43
WARN,2012-8-4 18:40:20
DEBUG,2012-7-10 08:51:39
DEBUG,2014-8-14 10:05:04
WARN,2014-4-7 12:36:50
DEBUG,2014-11-15 20:56:23
INFO,2013-10-15 08:16:05
DEBUG,2015-6-28 04:55:27
DEBUG,2017-7-5 13:21:25
INFO,2017-2-22 10:10:55
INFO,2013-4-21 20:48:49
DEBUG,2012-6-3 17:39:20
INFO,2014-4-8 12:19:40
DEBUG,2016-11-3 11:49:05
INFO,2016-4-18 07:45:52
WARN,2017-6-18 11:05:21
ERROR,2013-4-3 16:01:01
DEBUG,2012-11-9 22:34:30
DEBUG,2013-3-4 05:48:28
DEBUG,2013-8-1 03:18:59
DEBUG,2017-1-5 20:07:40
WARN,2016-3-7 21:46:33
DEBUG,2013-5-21 23:08:31
INFO,2014-5-26 08:39:06
DEBUG,2013-11-27 03:44:05
DEBUG,2014-7-3 14:25:56
DEBUG,2015-8-17 07:44:22
DEBUG,2014-4-22 23:00:28
INFO,2014-1-13 08:55:07
DEBUG,2012-1-11 02:39:06
INFO,2015-7-3 15:20:53
INFO,2016-12-10 02:59:44
WARN,2017-4-20 01:57:01
DEBUG,2012-7-22 14:57:11
DEBUG,2012-5-15 09:54:16
INFO,2015-12-3 05:04:47
INFO,2016-3-28 06:59:51
WARN,2014-9-10 22:25:37
INFO,2013-2-18 02:33:17
INFO,2012-7-23 03:49:48
INFO,2014-12-16 09:32:05
DEBUG,2015-10-25 00:48:39
DEBUG,2016-4-20 21:39:55
INFO,2015-7-6 21:28:43
FATAL,2017-11-2 00:13:06
WARN,2012-6-27 11:07:18
FATAL,2016-11-5 01:14:11
DEBUG,2013-6-22 17:03:04
INFO,2015-12-28 03:36:26
INFO,2012-4-8 00:41:29
DEBUG,2013-2-19 23:08:32
DEBUG,2014-9-11 08:31:09
DEBUG,2013-8-18 21:01:13
INFO,2015-9-16 16:31:25
WARN,2012-11-12 09:58:05
FATAL,2016-11-27 23:23:50
INFO,2012-12-24 20:49:31
INFO,2016-2-13 17:48:59
INFO,2013-6-22 00:11:56
DEBUG,2012-3-20 08:57:32
DEBUG,2013-10-13 09:30:08
DEBUG,2017-9-25 06:56:32
DEBUG,2017-1-16 18:36:55
INFO,2017-2-27 07:29:31
WARN,2015-8-15 12:05:53
FATAL,2015-11-21 19:51:05
INFO,2012-11-9 22:42:48
WARN,2015-1-22 19:35:23
DEBUG,2016-10-14 08:13:49
INFO,2016-6-25 05:09:10
DEBUG,2016-3-28 22:07:27
DEBUG,2017-4-4 10:31:48
INFO,2013-11-15 07:19:03
DEBUG,2015-4-19 04:02:26
INFO,2017-2-28 17:31:34
INFO,2012-5-16 13:15:18
DEBUG,2014-11-13 06:48:39
WARN,2016-3-20 19:45:42
DEBUG,2013-12-4 09:36:03
DEBUG,2016-12-20 07:01:25
DEBUG,2013-10-8 09:59:30
DEBUG,2016-9-20 07:06:36
WARN,2015-7-20 17:12:21
INFO,2012-4-2 06:56:32
INFO,2016-9-5 17:11:27
DEBUG,2016-12-7 10:32:35
DEBUG,2015-1-18 11:57:31
DEBUG,2016-5-18 01:49:53
DEBUG,2012-1-11 23:06:27
DEBUG,2016-9-16 05:39:57
INFO,2012-3-11 07:10:22
INFO,2013-1-22 09:49:07
DEBUG,2013-5-9 14:04:12
WARN,2016-8-12 20:11:46
DEBUG,2016-2-2 00:27:49
DEBUG,2017-8-4 16:10:41
DEBUG,2014-10-6 11:18:36
INFO,2012-1-10 23:24:01
DEBUG,2012-11-9 11:10:40
INFO,2013-9-23 16:37:20
DEBUG,2015-5-9 20:25:10
WARN,2013-4-20 17:04:20
INFO,2016-5-23 00:54:04
INFO,2013-2-23 04:10:29
DEBUG,2012-5-20 12:39:56
DEBUG,2017-4-8 18:28:39
DEBUG,2016-2-12 16:22:01
INFO,2012-11-5 05:03:11
ERROR,2017-7-9 21:50:55
WARN,2015-9-9 02:15:38
WARN,2014-1-14 10:30:31
DEBUG,2013-7-15 19:26:55
INFO,2015-10-6 10:15:46
DEBUG,2012-2-13 16:19:56
INFO,2014-7-23 05:03:34
DEBUG,2012-8-4 22:29:26
DEBUG,2012-6-10 19:11:54
DEBUG,2012-7-26 21:48:36
ERROR,2012-3-15 21:56:50
INFO,2013-2-13 18:20:35
DEBUG,2013-8-11 19:17:23
DEBUG,2016-10-13 06:01:28
WARN,2014-9-24 20:18:01
DEBUG,2017-1-21 07:56:21
DEBUG,2013-7-6 10:50:10
ERROR,2014-1-10 16:04:32
DEBUG,2017-9-28 10:18:58
DEBUG,2016-5-9 16:05:49
INFO,2017-4-10 06:04:03
FATAL,2012-11-12 20:43:51
ERROR,2016-8-17 07:41:45
INFO,2012-3-27 20:59:02
INFO,2015-1-4 12:29:51
INFO,2017-3-7 20:37:22
ERROR,2014-2-23 10:37:46
DEBUG,2012-9-14 14:15:36
WARN,2015-2-20 14:05:04
DEBUG,2012-9-5 23:58:32
INFO,2015-5-18 14:25:04
DEBUG,2015-9-1 20:47:28
DEBUG,2014-11-1 16:23:08
DEBUG,2015-6-5 04:28:19
DEBUG,2017-12-16 01:11:44
DEBUG,2014-9-11 23:05:33
INFO,2012-9-12 00:37:00
DEBUG,2012-5-16 23:08:49
DEBUG,2013-7-23 05:03:12
DEBUG,2014-8-19 14:21:30
WARN,2012-6-3 16:19:50
INFO,2014-9-24 16:57:24
INFO,2016-11-1 22:11:59
DEBUG,2016-10-26 12:59:35
DEBUG,2015-12-23 20:14:00
DEBUG,2013-11-3 09:10:42
ERROR,2015-7-18 16:42:45
INFO,2012-1-2 08:17:13
DEBUG,2016-12-19 05:31:07
WARN,2013-11-14 17:55:55
DEBUG,2017-4-13 02:11:14
INFO,2014-12-25 19:39:57
WARN,2014-5-11 05:19:56
DEBUG,2012-9-3 05:41:36
WARN,2017-1-12 06:35:43
WARN,2016-2-27 09:54:41
FATAL,2012-11-7 01:28:02
INFO,2012-12-11 17:33:20
DEBUG,2016-8-3 14:34:24
INFO,2012-12-26 12:25:48
DEBUG,2012-8-26 14:54:04
INFO,2015-1-2 03:24:22
DEBUG,2013-12-20 03:57:08
INFO,2012-5-19 06:40:05
DEBUG,2012-5-14 08:02:59
INFO,2014-10-24 01:51:10
DEBUG,2016-3-7 23:33:55
DEBUG,2017-7-26 22:06:10
DEBUG,2016-4-3 09:43:49
INFO,2017-9-11 07:45:47
WARN,2015-5-26 10:32:32
INFO,2017-11-11 20:31:55
INFO,2015-6-28 06:55:52
DEBUG,2014-10-13 14:45:28
DEBUG,2015-5-15 05:47:53
DEBUG,2012-7-23 21:59:52
DEBUG,2013-8-5 14:10:22
DEBUG,2012-7-16 20:58:41
WARN,2016-7-7 08:48:46
ERROR,2013-12-12 01:57:58
DEBUG,2015-8-24 22:16:59
DEBUG,2013-1-11 22:51:59
INFO,2017-7-27 07:33:19
INFO,2013-10-14 09:32:26
DEBUG,2015-5-23 17:25:50
DEBUG,2017-12-27 22:46:17
DEBUG,2016-1-15 08:48:43
INFO,2016-12-15 10:09:17
DEBUG,2016-10-18 05:00:35
INFO,2013-3-7 17:38:37
DEBUG,2014-5-27 14:53:03
WARN,2014-4-9 09:35:25
DEBUG,2014-7-27 00:46:38
INFO,2014-12-25 19:20:05
DEBUG,2016-8-26 20:44:51
INFO,2013-4-15 02:37:42
INFO,2013-11-26 08:31:02
DEBUG,2012-4-1 11:23:00
INFO,2013-4-14 17:17:20
DEBUG,2017-8-25 12:20:41
INFO,2013-10-22 16:21:40
DEBUG,2014-6-23 03:11:56
DEBUG,2012-1-23 01:50:18
DEBUG,2014-1-3 03:20:57
DEBUG,2013-10-11 06:25:04
INFO,2013-1-18 21:16:19
ERROR,2016-9-26 01:08:57
WARN,2013-5-2 20:04:12
DEBUG,2015-9-19 06:47:13
INFO,2017-8-20 00:25:05
INFO,2015-8-26 12:09:13
DEBUG,2016-2-8 06:18:29
INFO,2013-2-15 04:56:33
WARN,2017-7-12 01:10:41
INFO,2014-7-27 04:30:19
DEBUG,2014-8-2 09:18:32
DEBUG,2017-5-16 19:31:34
DEBUG,2017-7-12 08:37:24
INFO,2017-2-14 09:49:27
DEBUG,2013-10-7 08:54:49
DEBUG,2017-9-6 13:39:43
DEBUG,2012-3-26 13:15:21
DEBUG,2013-9-20 10:56:10
DEBUG,2015-6-28 12:50:19
DEBUG,2017-1-21 22:56:31
DEBUG,2016-10-8 16:51:14
WARN,2015-2-23 13:53:19
WARN,2012-7-7 08:58:09
DEBUG,2013-9-8 08:49:03
INFO,2014-1-19 17:30:26
INFO,2016-5-27 13:56:25
WARN,2013-6-27 16:47:04
DEBUG,2017-12-12 06:50:38
ERROR,2013-11-23 20:18:50
WARN,2012-3-7 11:09:55
DEBUG,2014-11-27 18:24:07
INFO,2017-5-3 05:41:27
INFO,2013-6-26 08:17:59
ERROR,2013-4-28 18:07:10
INFO,2014-2-1 19:16:19
DEBUG,2017-7-15 18:37:41
DEBUG,2016-9-20 10:36:38
DEBUG,2017-8-18 20:06:37
DEBUG,2013-5-3 08:54:36
INFO,2015-10-11 23:39:42
INFO,2012-7-21 20:12:57
DEBUG,2016-2-11 20:21:11
DEBUG,2016-3-17 17:29:51
INFO,2013-4-20 08:39:29
INFO,2016-2-19 04:45:04
DEBUG,2016-6-27 17:10:44
DEBUG,2013-8-6 22:35:13
INFO,2017-3-12 20:29:06
INFO,2017-2-4 20:30:15
DEBUG,2012-5-16 16:04:03
DEBUG,2017-3-2 19:55:37
INFO,2017-5-25 04:25:47
INFO,2012-1-13 07:46:18
DEBUG,2017-7-8 14:10:01
ERROR,2015-10-16 19:30:10
DEBUG,2016-5-27 02:04:25
FATAL,2013-11-14 08:11:12
FATAL,2016-11-7 02:32:58
INFO,2016-8-22 05:09:18
INFO,2013-11-24 16:50:04
DEBUG,2015-5-17 07:13:22
INFO,2016-5-25 10:50:25
INFO,2017-12-22 05:53:55
WARN,2013-4-15 11:23:25
FATAL,2016-11-23 08:52:33
DEBUG,2017-5-19 04:36:17
INFO,2015-10-4 13:39:23
INFO,2014-9-17 11:14:59
INFO,2013-7-24 11:10:01
ERROR,2016-3-2 22:06:31
DEBUG,2012-12-12 17:33:20
DEBUG,2013-12-8 04:53:44
DEBUG,2017-1-24 11:24:24
INFO,2016-1-15 04:03:08
INFO,2015-1-16 04:34:20
INFO,2017-8-19 10:52:26
INFO,2017-9-13 01:55:11
DEBUG,2014-1-22 09:59:22
INFO,2017-5-10 11:31:25
WARN,2017-2-15 19:47:11
DEBUG,2012-12-12 04:52:10
DEBUG,2017-3-25 22:30:43
DEBUG,2017-2-14 11:36:45
WARN,2014-10-26 21:02:28
DEBUG,2012-3-1 14:25:25
INFO,2015-3-22 07:20:54
DEBUG,2012-7-25 19:26:14
INFO,2015-2-24 11:36:35
DEBUG,2013-4-12 11:35:02
DEBUG,2012-8-6 13:32:44
WARN,2015-5-11 21:46:02
DEBUG,2014-10-12 15:26:16
DEBUG,2012-5-13 04:37:12
ERROR,2012-10-20 22:57:04
DEBUG,2016-4-25 08:52:11
DEBUG,2015-3-24 10:35:04
DEBUG,2014-8-13 00:52:25
INFO,2015-8-13 06:51:18
DEBUG,2017-1-5 15:39:41
DEBUG,2013-11-21 19:49:17
DEBUG,2012-7-26 08:19:01
INFO,2012-12-4 16:27:01
DEBUG,2012-3-8 21:13:22
WARN,2016-7-17 17:06:02
WARN,2014-10-10 18:49:22
INFO,2015-1-2 22:34:41
DEBUG,2015-10-10 18:20:36
DEBUG,2014-9-2 07:23:28
INFO,2013-10-16 01:01:48
INFO,2014-8-17 22:29:46
DEBUG,2016-9-26 03:00:32
DEBUG,2013-5-2 21:25:50
DEBUG,2013-6-14 07:57:53
INFO,2013-3-9 22:34:22
WARN,2013-11-7 01:38:15
INFO,2015-11-1 01:35:39
DEBUG,2016-12-13 20:17:25
INFO,2012-8-17 01:47:40
DEBUG,2012-1-11 19:34:44
DEBUG,2012-4-26 07:40:34
INFO,2012-8-21 01:08:41
DEBUG,2017-4-25 22:45:54
DEBUG,2015-2-14 23:43:41
DEBUG,2016-11-20 19:34:43
INFO,2017-7-4 04:18:41
DEBUG,2012-11-2 09:05:10
DEBUG,2015-10-2 17:19:25
DEBUG,2013-12-14 05:20:12
DEBUG,2014-8-6 15:02:13
DEBUG,2014-10-9 12:20:37
INFO,2014-7-20 16:22:56
DEBUG,2014-7-23 12:40:10
INFO,2015-3-20 09:37:05
DEBUG,2013-5-13 16:26:24
WARN,2015-11-19 10:28:20
DEBUG,2016-3-12 19:43:56
