student_id,exam_center_id,subject,year,quarter,score,grade
17,1,Physics,2005,1,66,B
17,1,Chemistry,2005,1,55,C
17,1,Biology,2005,1,61,C
17,1,Philosophy,2005,1,47,D
17,1,History,2005,1,48,D
17,1,Geography,2005,1,37,D
17,1,Classics,2005,1,61,C
18,1,English,2005,1,60,C
18,1,French,2005,1,9,X
18,1,Spanish,2005,1,60,C
18,1,Italian,2005,1,56,C
18,1,Physics,2005,1,46,D
18,1,Chemistry,2005,1,96,A+
18,1,Philosophy,2005,1,20,E
18,1,Modern Art,2005,1,42,D
18,1,History,2005,1,79,A
18,1,Geography,2005,1,66,B
19,1,Math,2005,1,55,C
19,1,French,2005,1,24,E
19,1,German,2005,1,59,C
19,1,Italian,2005,1,44,D
19,1,Physics,2005,1,56,C
19,1,Chemistry,2005,1,47,D
19,1,Philosophy,2005,1,69,B
19,1,History,2005,1,59,C
19,1,Classics,2005,1,47,D
20,1,English,2005,1,60,C
20,1,Math,2005,1,50,C
20,1,French,2005,1,45,D
20,1,German,2005,1,33,E
20,1,Italian,2005,1,38,D
20,1,Physics,2005,1,40,D
20,1,Biology,2005,1,87,A
20,1,Philosophy,2005,1,59,C
20,1,Modern Art,2005,1,86,A
20,1,Geography,2005,1,69,B
21,1,English,2005,1,73,B
21,1,Math,2005,1,54,C
21,1,French,2005,1,87,A
21,1,Spanish,2005,1,91,A+
21,1,German,2005,1,93,A+
21,1,Italian,2005,1,52,C
21,1,Chemistry,2005,1,83,A
21,1,Philosophy,2005,1,4,X
21,1,Modern Art,2005,1,58,C
21,1,History,2005,1,62,B
21,1,Geography,2005,1,81,A
21,1,Classics,2005,1,50,C
22,1,Math,2005,1,56,C
22,1,Spanish,2005,1,46,D
22,1,German,2005,1,67,B
22,1,Italian,2005,1,34,E
22,1,Chemistry,2005,1,93,A+
22,1,Philosophy,2005,1,60,C
22,1,History,2005,1,84,A
22,1,Geography,2005,1,64,B
22,1,Classics,2005,1,55,C
23,1,Math,2005,1,47,D
23,1,Spanish,2005,1,58,C
23,1,German,2005,1,37,D
23,1,Physics,2005,1,24,E
23,1,Chemistry,2005,1,53,C
23,1,Biology,2005,1,59,C
23,1,Modern Art,2005,1,72,B
23,1,History,2005,1,56,C
23,1,Geography,2005,1,75,A
24,1,Math,2005,1,52,C
24,1,Spanish,2005,1,58,C
24,1,German,2005,1,98,A+
24,1,Italian,2005,1,43,D
24,1,Physics,2005,1,40,D
24,1,Biology,2005,1,58,C
24,1,Philosophy,2005,1,90,A+
24,1,Modern Art,2005,1,77,A
24,1,Geography,2005,1,71,B
24,1,Classics,2005,1,62,B
25,1,Math,2005,1,53,C
25,1,French,2005,1,93,A+
25,1,Spanish,2005,1,36,D
25,1,Italian,2005,1,57,C
25,1,Physics,2005,1,60,C
25,1,Chemistry,2005,1,59,C
25,1,Philosophy,2005,1,60,C
25,1,Modern Art,2005,1,60,C
25,1,Geography,2005,1,58,C
26,1,English,2005,1,61,C
26,1,Math,2005,1,52,C
26,1,French,2005,1,56,C
26,1,German,2005,1,22,E
26,1,Physics,2005,1,1,X
26,1,Chemistry,2005,1,58,C
26,1,Biology,2005,1,32,E
26,1,Philosophy,2005,1,47,D
26,1,Modern Art,2005,1,45,D
26,1,Geography,2005,1,50,C
27,1,Math,2005,1,75,A
27,1,Spanish,2005,1,56,C
27,1,German,2005,1,55,C
27,1,Italian,2005,1,62,B
27,1,Physics,2005,1,48,D
27,1,Chemistry,2005,1,75,A
27,1,Philosophy,2005,1,69,B
27,1,Modern Art,2005,1,56,C
27,1,History,2005,1,86,A
27,1,Geography,2005,1,57,C
28,1,English,2005,1,38,D
28,1,French,2005,1,50,C
28,1,Spanish,2005,1,64,B
28,1,German,2005,1,64,B
28,1,Italian,2005,1,40,D
28,1,Physics,2005,1,65,B
28,1,Chemistry,2005,1,61,C
28,1,Biology,2005,1,94,A+
28,1,Philosophy,2005,1,63,B
28,1,Modern Art,2005,1,23,E
28,1,History,2005,1,84,A
28,1,Geography,2005,1,52,C
28,1,Classics,2005,1,11,X
29,1,Math,2005,1,31,E
29,1,French,2005,1,22,E
29,1,Spanish,2005,1,47,D
29,1,German,2005,1,70,B
29,1,Physics,2005,1,35,D
29,1,Chemistry,2005,1,80,A
29,1,Biology,2005,1,54,C
29,1,Modern Art,2005,1,89,A
29,1,Geography,2005,1,51,C
30,1,English,2005,1,46,D
30,1,French,2005,1,52,C
30,1,German,2005,1,51,C
30,1,Italian,2005,1,46,D
30,1,Physics,2005,1,59,C
30,1,Biology,2005,1,54,C
30,1,Philosophy,2005,1,52,C
30,1,Modern Art,2005,1,94,A+
30,1,History,2005,1,20,E
30,1,Classics,2005,1,66,B
31,1,Math,2005,1,33,E
31,1,Spanish,2005,1,60,C
31,1,German,2005,1,57,C
31,1,Physics,2005,1,40,D
31,1,Biology,2005,1,53,C
31,1,Philosophy,2005,1,57,C
31,1,Modern Art,2005,1,95,A+
31,1,History,2005,1,49,D
31,1,Geography,2005,1,60,C
31,1,Classics,2005,1,57,C
32,1,Math,2005,1,36,D
32,1,Spanish,2005,1,72,B
32,1,German,2005,1,49,D
32,1,Italian,2005,1,48,D
32,1,Physics,2005,1,68,B
32,1,Chemistry,2005,1,74,B
32,1,Biology,2005,1,53,C
32,1,Modern Art,2005,1,53,C
32,1,History,2005,1,84,A
32,1,Geography,2005,1,69,B
32,1,Classics,2005,1,23,E
33,1,English,2005,1,75,A
33,1,Math,2005,1,70,B
33,1,Spanish,2005,1,51,C
33,1,Italian,2005,1,48,D
33,1,Physics,2005,1,79,A
33,1,Biology,2005,1,94,A+
33,1,Modern Art,2005,1,57,C
33,1,History,2005,1,90,A+
33,1,Classics,2005,1,91,A+
34,1,Math,2005,1,25,E
34,1,French,2005,1,84,A
34,1,Spanish,2005,1,61,C
34,1,Italian,2005,1,49,D
34,1,Physics,2005,1,23,E
34,1,Chemistry,2005,1,52,C
34,1,Biology,2005,1,79,A
34,1,Modern Art,2005,1,79,A
34,1,Geography,2005,1,77,A
34,1,Classics,2005,1,28,E
35,1,English,2005,1,98,A+
35,1,Math,2005,1,51,C
35,1,French,2005,1,67,B
35,1,Spanish,2005,1,35,D
35,1,German,2005,1,58,C
35,1,Italian,2005,1,29,E
35,1,Physics,2005,1,58,C
35,1,Chemistry,2005,1,87,A
35,1,Philosophy,2005,1,78,A
35,1,Modern Art,2005,1,58,C
35,1,History,2005,1,55,C
35,1,Geography,2005,1,20,E
35,1,Classics,2005,1,58,C
36,1,Math,2005,1,76,A
36,1,Spanish,2005,1,57,C
36,1,Italian,2005,1,86,A
36,1,Physics,2005,1,68,B
36,1,Chemistry,2005,1,66,B
36,1,Biology,2005,1,55,C
36,1,Philosophy,2005,1,60,C
36,1,History,2005,1,56,C
36,1,Geography,2005,1,62,B
37,1,English,2005,1,51,C
37,1,Math,2005,1,58,C
37,1,French,2005,1,56,C
37,1,German,2005,1,65,B
37,1,Italian,2005,1,44,D
37,1,Chemistry,2005,1,58,C
37,1,Philosophy,2005,1,54,C
37,1,Modern Art,2005,1,60,C
37,1,Geography,2005,1,66,B
38,1,Math,2005,1,29,E
38,1,French,2005,1,73,B
38,1,German,2005,1,52,C
38,1,Physics,2005,1,54,C
38,1,Biology,2005,1,67,B
38,1,Modern Art,2005,1,68,B
38,1,History,2005,1,24,E
38,1,Classics,2005,1,84,A
39,1,English,2005,1,24,E
39,1,Math,2005,1,70,B
39,1,Spanish,2005,1,36,D
39,1,Italian,2005,1,41,D
39,1,Chemistry,2005,1,88,A
39,1,Philosophy,2005,1,23,E
39,1,History,2005,1,61,C
39,1,Geography,2005,1,35,D
39,1,Classics,2005,1,50,C
40,1,English,2005,1,54,C
40,1,Math,2005,1,55,C
40,1,French,2005,1,97,A+
40,1,Spanish,2005,1,32,E
40,1,Italian,2005,1,91,A+
40,1,Physics,2005,1,51,C
40,1,Chemistry,2005,1,96,A+
40,1,Philosophy,2005,1,71,B
40,1,Modern Art,2005,1,50,C
40,1,Geography,2005,1,25,E
40,1,Classics,2005,1,45,D
41,1,English,2005,1,78,A
41,1,Math,2005,1,51,C
41,1,French,2005,1,43,D
41,1,Spanish,2005,1,87,A
41,1,Italian,2005,1,66,B
41,1,Chemistry,2005,1,48,D
41,1,Philosophy,2005,1,30,E
41,1,Modern Art,2005,1,51,C
41,1,Geography,2005,1,55,C
41,1,Classics,2005,1,59,C
42,1,English,2005,1,91,A+
42,1,Math,2005,1,43,D
42,1,Spanish,2005,1,48,D
42,1,Italian,2005,1,57,C
42,1,Physics,2005,1,51,C
42,1,Biology,2005,1,60,C
42,1,Philosophy,2005,1,57,C
42,1,Modern Art,2005,1,51,C
42,1,History,2005,1,54,C
42,1,Classics,2005,1,6,X
43,1,English,2005,1,33,E
43,1,Math,2005,1,74,B
43,1,Spanish,2005,1,59,C
43,1,German,2005,1,58,C
43,1,Physics,2005,1,43,D
43,1,Chemistry,2005,1,64,B
43,1,Biology,2005,1,91,A+
43,1,Modern Art,2005,1,72,B
43,1,History,2005,1,51,C
43,1,Geography,2005,1,52,C
44,1,English,2005,1,51,C
44,1,French,2005,1,94,A+
44,1,Spanish,2005,1,43,D
44,1,Italian,2005,1,49,D
44,1,Chemistry,2005,1,38,D
44,1,Philosophy,2005,1,57,C
44,1,History,2005,1,55,C
44,1,Geography,2005,1,40,D
44,1,Classics,2005,1,61,C
45,1,Math,2005,1,26,E
45,1,Spanish,2005,1,48,D
45,1,German,2005,1,62,B
45,1,Italian,2005,1,86,A
45,1,Chemistry,2005,1,54,C
45,1,Philosophy,2005,1,60,C
45,1,Modern Art,2005,1,44,D
45,1,Geography,2005,1,10,X
45,1,Classics,2005,1,55,C
46,1,Math,2005,1,42,D
46,1,Spanish,2005,1,78,A
46,1,German,2005,1,77,A
46,1,Italian,2005,1,47,D
46,1,Chemistry,2005,1,5,X
46,1,Biology,2005,1,58,C
46,1,Philosophy,2005,1,46,D
46,1,History,2005,1,73,B
46,1,Geography,2005,1,67,B
46,1,Classics,2005,1,58,C
47,1,English,2005,1,66,B
47,1,French,2005,1,58,C
47,1,Spanish,2005,1,74,B
47,1,Italian,2005,1,98,A+
47,1,Chemistry,2005,1,33,E
47,1,Biology,2005,1,25,E
47,1,Philosophy,2005,1,35,D
47,1,Modern Art,2005,1,50,C
47,1,History,2005,1,63,B
47,1,Geography,2005,1,92,A+
48,1,English,2005,1,36,D
48,1,Math,2005,1,74,B
48,1,French,2005,1,74,B
48,1,German,2005,1,57,C
48,1,Italian,2005,1,53,C
48,1,Physics,2005,1,80,A
48,1,Biology,2005,1,95,A+
48,1,Philosophy,2005,1,28,E
48,1,History,2005,1,41,D
48,1,Classics,2005,1,38,D
49,1,English,2005,1,57,C
49,1,Math,2005,1,91,A+
49,1,Spanish,2005,1,61,C
49,1,German,2005,1,50,C
49,1,Italian,2005,1,41,D
49,1,Physics,2005,1,38,D
49,1,Chemistry,2005,1,50,C
49,1,Biology,2005,1,57,C
49,1,Philosophy,2005,1,74,B
49,1,Modern Art,2005,1,42,D
49,1,Geography,2005,1,22,E
49,1,Classics,2005,1,53,C
50,1,English,2005,1,24,E
50,1,Math,2005,1,50,C
50,1,French,2005,1,87,A
50,1,German,2005,1,72,B
50,1,Italian,2005,1,65,B
50,1,Physics,2005,1,50,C
50,1,Chemistry,2005,1,81,A
50,1,Philosophy,2005,1,16,X
50,1,Modern Art,2005,1,62,B
50,1,History,2005,1,67,B
50,1,Geography,2005,1,74,B
50,1,Classics,2005,1,52,C
51,1,English,2005,1,42,D
51,1,Math,2005,1,75,A
51,1,French,2005,1,54,C
51,1,Spanish,2005,1,59,C
51,1,German,2005,1,68,B
51,1,Physics,2005,1,74,B
51,1,Biology,2005,1,52,C
51,1,Modern Art,2005,1,89,A
51,1,History,2005,1,35,D
51,1,Geography,2005,1,72,B
51,1,Classics,2005,1,92,A+
52,1,English,2005,1,61,C
52,1,Math,2005,1,50,C
52,1,French,2005,1,47,D
52,1,Spanish,2005,1,36,D
52,1,German,2005,1,31,E
52,1,Italian,2005,1,91,A+
52,1,Chemistry,2005,1,45,D
52,1,Biology,2005,1,54,C
52,1,Modern Art,2005,1,39,D
52,1,History,2005,1,43,D
52,1,Geography,2005,1,46,D
52,1,Classics,2005,1,36,D
53,1,Math,2005,1,67,B
53,1,Spanish,2005,1,64,B
53,1,Italian,2005,1,79,A
53,1,Chemistry,2005,1,34,E
53,1,Philosophy,2005,1,69,B
53,1,Modern Art,2005,1,60,C
53,1,History,2005,1,51,C
53,1,Geography,2005,1,63,B
53,1,Classics,2005,1,59,C
54,1,English,2005,1,39,D
54,1,Math,2005,1,40,D
54,1,French,2005,1,34,E
54,1,German,2005,1,76,A
54,1,Italian,2005,1,91,A+
54,1,Physics,2005,1,57,C
54,1,Chemistry,2005,1,70,B
54,1,Biology,2005,1,50,C
54,1,Modern Art,2005,1,10,X
54,1,Geography,2005,1,32,E
55,1,English,2005,1,27,E
55,1,Math,2005,1,93,A+
55,1,Spanish,2005,1,57,C
55,1,Italian,2005,1,49,D
55,1,Chemistry,2005,1,52,C
55,1,Biology,2005,1,58,C
55,1,Philosophy,2005,1,77,A
55,1,Modern Art,2005,1,86,A
55,1,History,2005,1,78,A
55,1,Classics,2005,1,51,C
56,1,Math,2005,1,90,A+
56,1,Spanish,2005,1,74,B
56,1,German,2005,1,66,B
56,1,Italian,2005,1,41,D
56,1,Physics,2005,1,41,D
56,1,Chemistry,2005,1,80,A
56,1,Biology,2005,1,40,D
56,1,Philosophy,2005,1,53,C
56,1,Modern Art,2005,1,20,E
56,1,History,2005,1,73,B
56,1,Geography,2005,1,53,C
57,1,Math,2005,1,39,D
57,1,Spanish,2005,1,58,C
57,1,German,2005,1,97,A+
57,1,Italian,2005,1,57,C
57,1,Physics,2005,1,91,A+
57,1,Chemistry,2005,1,45,D
57,1,Biology,2005,1,59,C
57,1,Philosophy,2005,1,63,B
57,1,Modern Art,2005,1,48,D
57,1,History,2005,1,44,D
57,1,Geography,2005,1,54,C
58,1,English,2005,1,59,C
58,1,French,2005,1,53,C
58,1,German,2005,1,57,C
58,1,Italian,2005,1,49,D
58,1,Chemistry,2005,1,66,B
58,1,Biology,2005,1,82,A
58,1,Philosophy,2005,1,95,A+
58,1,Modern Art,2005,1,96,A+
58,1,History,2005,1,59,C
58,1,Geography,2005,1,65,B
59,1,English,2005,1,51,C
59,1,Math,2005,1,62,B
59,1,Spanish,2005,1,44,D
59,1,Italian,2005,1,58,C
59,1,Physics,2005,1,62,B
59,1,Biology,2005,1,56,C
59,1,Philosophy,2005,1,53,C
59,1,Modern Art,2005,1,35,D
59,1,History,2005,1,46,D
59,1,Classics,2005,1,68,B
60,1,English,2005,1,65,B
60,1,Math,2005,1,88,A
60,1,Spanish,2005,1,36,D
60,1,Italian,2005,1,50,C
60,1,Physics,2005,1,32,E
60,1,Biology,2005,1,35,D
60,1,Modern Art,2005,1,11,X
60,1,History,2005,1,90,A+
60,1,Classics,2005,1,76,A
61,1,English,2005,1,9,X
61,1,French,2005,1,33,E
61,1,Spanish,2005,1,33,E
61,1,German,2005,1,57,C
61,1,Italian,2005,1,62,B
61,1,Physics,2005,1,56,C
61,1,Biology,2005,1,61,C
61,1,Modern Art,2005,1,91,A+
61,1,History,2005,1,61,C
61,1,Classics,2005,1,50,C
62,1,Math,2005,1,15,X
62,1,French,2005,1,42,D
62,1,German,2005,1,59,C
62,1,Physics,2005,1,49,D
62,1,Chemistry,2005,1,80,A
62,1,Philosophy,2005,1,44,D
62,1,History,2005,1,54,C
62,1,Geography,2005,1,97,A+
63,1,English,2005,1,35,D
63,1,Math,2005,1,37,D
63,1,French,2005,1,90,A+
63,1,Spanish,2005,1,70,B
63,1,German,2005,1,49,D
63,1,Italian,2005,1,97,A+
63,1,Chemistry,2005,1,7,X
63,1,Biology,2005,1,68,B
63,1,Modern Art,2005,1,22,E
63,1,History,2005,1,81,A
63,1,Geography,2005,1,72,B
63,1,Classics,2005,1,85,A
64,1,Math,2005,1,84,A
64,1,French,2005,1,73,B
64,1,German,2005,1,42,D
64,1,Italian,2005,1,74,B
64,1,Physics,2005,1,43,D
64,1,Biology,2005,1,33,E
64,1,Philosophy,2005,1,36,D
64,1,History,2005,1,62,B
64,1,Geography,2005,1,50,C
64,1,Classics,2005,1,67,B
65,1,English,2005,1,79,A
65,1,French,2005,1,77,A
65,1,Spanish,2005,1,45,D
65,1,Italian,2005,1,47,D
65,1,Chemistry,2005,1,61,C
65,1,Biology,2005,1,85,A
65,1,Philosophy,2005,1,36,D
65,1,Modern Art,2005,1,67,B
65,1,Geography,2005,1,88,A
66,1,Math,2005,1,52,C
66,1,Spanish,2005,1,51,C
66,1,German,2005,1,44,D
66,1,Italian,2005,1,41,D
66,1,Chemistry,2005,1,24,E
66,1,Biology,2005,1,48,D
66,1,Philosophy,2005,1,55,C
66,1,History,2005,1,97,A+
66,1,Geography,2005,1,40,D
66,1,Classics,2005,1,60,C
67,1,English,2005,1,67,B
67,1,French,2005,1,62,B
67,1,Spanish,2005,1,50,C
67,1,Italian,2005,1,65,B
67,1,Physics,2005,1,23,E
67,1,Biology,2005,1,48,D
67,1,Philosophy,2005,1,89,A
67,1,Modern Art,2005,1,67,B
67,1,Geography,2005,1,54,C
67,1,Classics,2005,1,69,B
68,1,English,2005,1,73,B
68,1,Math,2005,1,44,D
68,1,French,2005,1,57,C
68,1,Spanish,2005,1,88,A
68,1,German,2005,1,51,C
68,1,Physics,2005,1,37,D
68,1,Chemistry,2005,1,97,A+
68,1,Biology,2005,1,72,B
68,1,Modern Art,2005,1,62,B
68,1,Geography,2005,1,61,C
68,1,Classics,2005,1,65,B
69,1,English,2005,1,69,B
69,1,Math,2005,1,47,D
69,1,French,2005,1,39,D
69,1,German,2005,1,96,A+
69,1,Italian,2005,1,56,C
69,1,Chemistry,2005,1,46,D
69,1,Biology,2005,1,50,C
69,1,Philosophy,2005,1,94,A+
69,1,Modern Art,2005,1,42,D
69,1,History,2005,1,80,A
69,1,Geography,2005,1,77,A
69,1,Classics,2005,1,60,C
70,1,English,2005,1,41,D
70,1,French,2005,1,82,A
70,1,Spanish,2005,1,58,C
70,1,German,2005,1,89,A
70,1,Italian,2005,1,35,D
70,1,Physics,2005,1,47,D
70,1,Biology,2005,1,60,C
70,1,Philosophy,2005,1,71,B
70,1,Modern Art,2005,1,23,E
70,1,Geography,2005,1,70,B
70,1,Classics,2005,1,43,D
71,1,Math,2005,1,72,B
71,1,French,2005,1,68,B
71,1,German,2005,1,71,B
71,1,Italian,2005,1,51,C
71,1,Physics,2005,1,50,C
71,1,Biology,2005,1,34,E
71,1,Modern Art,2005,1,37,D
71,1,Geography,2005,1,56,C
71,1,Classics,2005,1,55,C
72,1,English,2005,1,47,D
72,1,Math,2005,1,4,X
72,1,Spanish,2005,1,54,C
72,1,German,2005,1,60,C
72,1,Italian,2005,1,56,C
72,1,Chemistry,2005,1,88,A
72,1,Biology,2005,1,84,A
72,1,Philosophy,2005,1,11,X
72,1,History,2005,1,41,D
72,1,Geography,2005,1,65,B
73,1,Math,2005,1,43,D
73,1,French,2005,1,51,C
73,1,German,2005,1,85,A
73,1,Italian,2005,1,58,C
73,1,Chemistry,2005,1,95,A+
73,1,Philosophy,2005,1,39,D
73,1,Modern Art,2005,1,54,C
73,1,History,2005,1,57,C
73,1,Classics,2005,1,5,X
74,1,English,2005,1,66,B
74,1,Math,2005,1,50,C
74,1,French,2005,1,52,C
74,1,Spanish,2005,1,54,C
74,1,German,2005,1,40,D
74,1,Physics,2005,1,18,X
74,1,Chemistry,2005,1,50,C
74,1,Biology,2005,1,51,C
74,1,Philosophy,2005,1,53,C
74,1,Modern Art,2005,1,97,A+
74,1,History,2005,1,3,X
74,1,Geography,2005,1,23,E
74,1,Classics,2005,1,62,B
75,1,English,2005,1,42,D
75,1,Math,2005,1,54,C
75,1,Spanish,2005,1,59,C
75,1,German,2005,1,50,C
75,1,Italian,2005,1,22,E
75,1,Physics,2005,1,27,E
75,1,Biology,2005,1,56,C
75,1,Modern Art,2005,1,55,C
75,1,History,2005,1,41,D
75,1,Geography,2005,1,67,B
75,1,Classics,2005,1,45,D
76,1,English,2005,1,58,C
76,1,Math,2005,1,53,C
76,1,French,2005,1,35,D
76,1,German,2005,1,34,E
76,1,Italian,2005,1,59,C
76,1,Chemistry,2005,1,60,C
76,1,Biology,2005,1,59,C
76,1,Modern Art,2005,1,39,D
76,1,History,2005,1,85,A
76,1,Geography,2005,1,40,D
76,1,Classics,2005,1,39,D
77,1,Math,2005,1,45,D
77,1,French,2005,1,87,A
77,1,Spanish,2005,1,52,C
77,1,German,2005,1,74,B
77,1,Italian,2005,1,90,A+
77,1,Physics,2005,1,70,B
77,1,Chemistry,2005,1,76,A
77,1,Biology,2005,1,56,C
77,1,Philosophy,2005,1,41,D
77,1,Modern Art,2005,1,64,B
77,1,History,2005,1,60,C
77,1,Geography,2005,1,58,C
77,1,Classics,2005,1,24,E
78,1,English,2005,1,22,E
78,1,Math,2005,1,73,B
78,1,French,2005,1,56,C
78,1,Spanish,2005,1,2,X
78,1,German,2005,1,52,C
78,1,Italian,2005,1,67,B
78,1,Chemistry,2005,1,21,E
78,1,Philosophy,2005,1,35,D
78,1,Modern Art,2005,1,57,C
78,1,History,2005,1,42,D
78,1,Classics,2005,1,91,A+
79,1,English,2005,1,65,B
79,1,Math,2005,1,66,B
79,1,Spanish,2005,1,49,D
79,1,Italian,2005,1,44,D
79,1,Chemistry,2005,1,65,B
79,1,Philosophy,2005,1,90,A+
79,1,History,2005,1,30,E
79,1,Geography,2005,1,86,A
80,1,English,2005,1,35,D
80,1,French,2005,1,55,C
80,1,German,2005,1,41,D
80,1,Italian,2005,1,69,B
80,1,Chemistry,2005,1,48,D
80,1,Biology,2005,1,55,C
80,1,Modern Art,2005,1,65,B
80,1,History,2005,1,52,C
80,1,Classics,2005,1,17,X
81,1,English,2005,1,51,C
81,1,French,2005,1,17,X
81,1,Spanish,2005,1,92,A+
81,1,German,2005,1,89,A
81,1,Physics,2005,1,38,D
81,1,Biology,2005,1,95,A+
81,1,Philosophy,2005,1,91,A+
81,1,Modern Art,2005,1,65,B
81,1,Geography,2005,1,20,E
81,1,Classics,2005,1,81,A
82,1,Math,2005,1,65,B
82,1,French,2005,1,15,X
82,1,German,2005,1,59,C
